"fips","MSA","year","population"
"50013","BURLINGTON, VT",2010,6970
"50013","BURLINGTON, VT",2000,6901
"50015","RURAL",2000,23233
"50015","RURAL",2010,24475
"50017","RURAL",2000,28226
"50017","RURAL",2010,28936
"50019","RURAL",2010,27231
"50019","RURAL",2000,26277
"50021","RURAL",2010,61642
"50021","RURAL",2000,63400
"50023","RURAL",2010,59534
"50023","RURAL",2000,58039
"50025","RURAL",2000,44216
"50025","RURAL",2010,44513
"50027","RURAL",2010,56670
"50027","RURAL",2000,57418
"51001","RURAL",2000,38305
"51001","RURAL",2010,33164
"51003","CHARLOTTESVLE, VA",2010,98970
"51003","CHARLOTTESVLE, VA",2000,79236
"51005","RURAL",2010,16250
"51005","RURAL",2000,12926
"51007","RURAL",2010,12690
"51007","RURAL",2000,11400
"51009","LYNCHBURG, VA",2010,32353
"51009","LYNCHBURG, VA",2000,31894
"51011","RURAL",2010,14973
"51011","RURAL",2000,13705
"51013","WASHINGTON, DC",2000,189453
"51013","WASHINGTON, DC",2010,207627
"51015","RURAL",2000,65615
"51015","RURAL",2010,73750
"51017","RURAL",2000,5048
"51017","RURAL",2010,4731
"51019","LYNCHBURG, VA",2010,68676
"51019","LYNCHBURG, VA",2000,60371
"51021","RURAL",2010,6824
"51021","RURAL",2000,6871
"51023","ROANOKE, VA",2010,33148
"51023","ROANOKE, VA",2000,30496
"51025","RURAL",2010,17434
"51025","RURAL",2000,18419
"51027","RURAL",2010,24098
"51027","RURAL",2000,26978
"51029","RURAL",2000,15623
"51029","RURAL",2010,17146
"51031","LYNCHBURG, VA",2000,51078
"51031","LYNCHBURG, VA",2010,54842
"51033","RURAL",2010,28545
"51033","RURAL",2000,22121
"51035","RURAL",2010,30042
"51035","RURAL",2000,29245
"51036","RICHMOND, VA",2010,7256
"51036","RICHMOND, VA",2000,6926
"51037","RURAL",2010,12586
"51037","RURAL",2000,12472
"51041","RICHMOND, VA",2010,316236
"51041","RICHMOND, VA",2000,259903
"51043","WASHINGTON, DC",2010,14034
"51043","WASHINGTON, DC",2000,12652
"51045","RURAL",2000,5091
"51045","RURAL",2010,5190
"51047","WASHINGTON, DC",2010,46689
"51047","WASHINGTON, DC",2000,34262
"51049","RURAL",2010,10052
"51049","RURAL",2000,9017
"51051","RURAL",2000,16395
"51051","RURAL",2010,15903
"51053","RICHMOND, VA",2000,24533
"51053","RICHMOND, VA",2010,28001
"51057","RURAL",2000,9989
"51057","RURAL",2010,11151
"51059","WASHINGTON, DC",2000,969749
"51059","WASHINGTON, DC",2010,1081726
"51061","WASHINGTON, DC",2010,65203
"51061","WASHINGTON, DC",2000,55139
"51063","RURAL",2000,13874
"51063","RURAL",2010,15279
"51065","CHARLOTTESVLE, VA",2010,25691
"51065","CHARLOTTESVLE, VA",2000,20047
"51067","RURAL",2010,56159
"51067","RURAL",2000,47286
"51069","RURAL",2010,78305
"51069","RURAL",2000,59209
"51071","RURAL",2010,17286
"51071","RURAL",2000,16657
"51073","VIRGINIA BCH, VA",2000,34780
"51073","VIRGINIA BCH, VA",2010,36858
"51075","RICHMOND, VA",2010,21717
"51075","RICHMOND, VA",2000,16863
"51077","RURAL",2010,15533
"51077","RURAL",2000,17917
"51079","CHARLOTTESVLE, VA",2000,15244
"51079","CHARLOTTESVLE, VA",2010,18403
"51081","RURAL",2000,11560
"51081","RURAL",2010,12243
"51083","RURAL",2010,36241
"51083","RURAL",2000,37355
"51085","RICHMOND, VA",2010,99863
"51085","RICHMOND, VA",2000,86320
"51087","RICHMOND, VA",2010,306935
"51087","RICHMOND, VA",2000,262300
"51089","RURAL",2010,54151
"51089","RURAL",2000,57930
"51091","RURAL",2010,2321
"51091","RURAL",2000,2536
"51093","VIRGINIA BCH, VA",2000,29728
"51093","VIRGINIA BCH, VA",2010,35270
"51095","VIRGINIA BCH, VA",2010,67009
"51095","VIRGINIA BCH, VA",2000,48102
"51097","RURAL",2010,6945
"51097","RURAL",2000,6630
"51099","WASHINGTON, DC",2000,16803
"51099","WASHINGTON, DC",2010,23584
"51101","RURAL",2010,15935
"51101","RURAL",2000,13146
"51103","RURAL",2000,11567
"51103","RURAL",2010,11391
"51105","RURAL",2010,25587
"51105","RURAL",2000,23589
"51107","WASHINGTON, DC",2010,312311
"51107","WASHINGTON, DC",2000,169599
"51109","RURAL",2010,33153
"51109","RURAL",2000,25627
"51111","RURAL",2010,12914
"51111","RURAL",2000,13146
"51113","RURAL",2000,12520
"51113","RURAL",2010,13308
"51115","VIRGINIA BCH, VA",2010,8978
"51115","VIRGINIA BCH, VA",2000,9207
"51117","RURAL",2010,32727
"51117","RURAL",2000,32380
"51119","RURAL",2010,10959
"51119","RURAL",2000,9932
"51121","RURAL",2000,83629
"51121","RURAL",2010,94392
"51125","RURAL",2000,14445
"51125","RURAL",2010,15020
"51127","RICHMOND, VA",2000,13462
"51127","RICHMOND, VA",2010,18429
"51131","RURAL",2010,12389
"51131","RURAL",2000,13093
"51133","RURAL",2010,12330
"51133","RURAL",2000,12259
"51135","RURAL",2010,15853
"51135","RURAL",2000,15725
"51137","RURAL",2010,33481
"51137","RURAL",2000,25881
"51139","RURAL",2010,24042
"51139","RURAL",2000,23177
"51141","RURAL",2000,19407
"51141","RURAL",2010,18490
"51143","DANVILLE, VA",2000,61745
"51143","DANVILLE, VA",2010,63506
"51145","RICHMOND, VA",2010,28046
"51145","RICHMOND, VA",2000,22377
"51147","RURAL",2000,19720
"51147","RURAL",2010,23368
"51149","RICHMOND, VA",2000,33047
"51149","RICHMOND, VA",2010,35725
"51153","WASHINGTON, DC",2010,402002
"51153","WASHINGTON, DC",2000,280813
"51155","RURAL",2010,34872
"51155","RURAL",2000,35127
"51157","RURAL",2010,7373
"51157","RURAL",2000,6983
"51159","RURAL",2010,9254
"51159","RURAL",2000,8809
"51161","ROANOKE, VA",2010,92376
"51161","ROANOKE, VA",2000,85778
"51163","RURAL",2010,22307
"51163","RURAL",2000,20808
"51165","RURAL",2000,67725
"51165","RURAL",2010,76314
"51167","RURAL",2000,30308
"51167","RURAL",2010,28897
"51169","JOHNSON CITY, TN",2000,23403
"51169","JOHNSON CITY, TN",2010,23177
"51171","RURAL",2000,35075
"51171","RURAL",2010,41993
"51173","RURAL",2000,33081
"51173","RURAL",2010,32208
"51175","RURAL",2000,17482
"51175","RURAL",2010,18570
"51177","WASHINGTON, DC",2010,122397
"51177","WASHINGTON, DC",2000,90395
"51179","WASHINGTON, DC",2000,92446
"51179","WASHINGTON, DC",2010,128961
"51181","RURAL",2000,6829
"51181","RURAL",2010,7058
"51183","RURAL",2000,12504
"51183","RURAL",2010,12087
"51185","RURAL",2010,45078
"51185","RURAL",2000,44598
"51187","WASHINGTON, DC",2000,31584
"51187","WASHINGTON, DC",2010,37575
"51191","JOHNSON CITY, TN",2000,51103
"51191","JOHNSON CITY, TN",2010,54876
"51193","RURAL",2010,17454
"51193","RURAL",2000,16718
"51195","RURAL",2000,40123
"51195","RURAL",2010,41452
"51197","RURAL",2000,27599
"51197","RURAL",2010,29235
"51199","VIRGINIA BCH, VA",2000,56297
"51199","VIRGINIA BCH, VA",2010,65464
"51510","WASHINGTON, DC",2010,139966
"51510","WASHINGTON, DC",2000,128283
"51515",NA,2000,6299
"51515",NA,2010,6222
"51520","JOHNSON CITY, TN",2010,17835
"51520","JOHNSON CITY, TN",2000,17367
"51530","RURAL",2010,6650
"51530","RURAL",2000,6349
"51540","CHARLOTTESVLE, VA",2010,43475
"51540","CHARLOTTESVLE, VA",2000,45049
"51550","VIRGINIA BCH, VA",2000,199184
"51550","VIRGINIA BCH, VA",2010,222209
"51560",NA,2000,4289
"51570","RICHMOND, VA",2010,17411
"51570","RICHMOND, VA",2000,16897
"51580","RURAL",2010,5961
"51580","RURAL",2000,6303
"51590","DANVILLE, VA",2010,43055
"51590","DANVILLE, VA",2000,48411
"51595",NA,2000,5665
"51595",NA,2010,5927
"51600","WASHINGTON, DC",2010,22565
"51600","WASHINGTON, DC",2000,21498
"51610","WASHINGTON, DC",2000,10377
"51610","WASHINGTON, DC",2010,12332
"51620","RURAL",2000,8346
"51620","RURAL",2010,8582
"51630","WASHINGTON, DC",2010,24286
"51630","WASHINGTON, DC",2000,19279
"51640","RURAL",2010,7042
"51640","RURAL",2000,6837
"51650","VIRGINIA BCH, VA",2010,137436
"51650","VIRGINIA BCH, VA",2000,146437
"51660","RURAL",2010,48914
"51660","RURAL",2000,40468
"51670","RICHMOND, VA",2000,22354
"51670","RICHMOND, VA",2010,22591
"51678","RURAL",2010,7042
"51678","RURAL",2000,6867
"51680","LYNCHBURG, VA",2010,75568
"51680","LYNCHBURG, VA",2000,65269
"51683","WASHINGTON, DC",2010,37821
"51683","WASHINGTON, DC",2000,35135
"51685","WASHINGTON, DC",2010,14273
"51685","WASHINGTON, DC",2000,10290
"51690","RURAL",2000,15416
"51690","RURAL",2010,13821
"51700","VIRGINIA BCH, VA",2010,180719
"51700","VIRGINIA BCH, VA",2000,180150
"51710","VIRGINIA BCH, VA",2000,234403
"51710","VIRGINIA BCH, VA",2010,242803
"51720","RURAL",2000,3904
"51720","RURAL",2010,3958
"51730","RICHMOND, VA",2010,32420
"51730","RICHMOND, VA",2000,33740
"51735","VIRGINIA BCH, VA",2000,11566
"51735","VIRGINIA BCH, VA",2010,12150
"51740","VIRGINIA BCH, VA",2000,100565
"51740","VIRGINIA BCH, VA",2010,95535
"51750","RURAL",2010,16408
"51750","RURAL",2000,15859
"51760","RICHMOND, VA",2000,197790
"51760","RICHMOND, VA",2010,204214
"51770","ROANOKE, VA",2010,97032
"51770","ROANOKE, VA",2000,94911
"51775","ROANOKE, VA",2000,24747
"51775","ROANOKE, VA",2010,24802
"51790","RURAL",2000,23853
"51790","RURAL",2010,23746
"51800","VIRGINIA BCH, VA",2010,84585
"51800","VIRGINIA BCH, VA",2000,63677
"51810","VIRGINIA BCH, VA",2010,437994
"51810","VIRGINIA BCH, VA",2000,425257
"51820","RURAL",2010,21006
"51820","RURAL",2000,19520
"51830","VIRGINIA BCH, VA",2010,14068
"51830","VIRGINIA BCH, VA",2000,11998
"51840","RURAL",2010,26203
"51840","RURAL",2000,23585
"53001","RURAL",2000,16428
"53001","RURAL",2010,18728
"53003","RURAL",2000,20551
"53003","RURAL",2010,21623
"53005","RICHLAND, WA",2000,142475
"53005","RICHLAND, WA",2010,175177
"53007","RURAL",2010,72453
"53007","RURAL",2000,66616
"53009","RURAL",2000,64525
"53009","RURAL",2010,71404
"53011","PORTLAND, OR",2010,425363
"53011","PORTLAND, OR",2000,345238
"53013","RURAL",2010,4078
"53013","RURAL",2000,4064
"53015","RURAL",2000,92948
"53015","RURAL",2010,102410
"53017","RURAL",2000,32603
"53017","RURAL",2010,38431
"53019","RURAL",2010,7551
"53019","RURAL",2000,7260
"53021","RICHLAND, WA",2010,78163
"53021","RICHLAND, WA",2000,49347
"53023","RURAL",2010,2266
"53023","RURAL",2000,2397
"53025","RURAL",2000,74698
"53025","RURAL",2010,89120
"53027","RURAL",2000,67194
"53027","RURAL",2010,72797
"53029","SEATTLE, WA",2000,71558
"53029","SEATTLE, WA",2010,78506
"53031","RURAL",2010,29872
"53031","RURAL",2000,25953
"53033","SEATTLE, WA",2010,1931249
"53033","SEATTLE, WA",2000,1737034
"53035","SEATTLE, WA",2010,251133
"53035","SEATTLE, WA",2000,231969
"53037","RURAL",2010,40915
"53037","RURAL",2000,33362
"53039","RURAL",2010,20318
"53039","RURAL",2000,19161
"53041","RURAL",2010,75455
"53041","RURAL",2000,68600
"53043","RURAL",2000,10184
"53043","RURAL",2010,10570
"53045","RURAL",2010,60699
"53045","RURAL",2000,49405
"53047","RURAL",2010,41120
"53047","RURAL",2000,39564
"53049","RURAL",2010,20920
"53049","RURAL",2000,20984
"53051","RURAL",2010,13001
"53051","RURAL",2000,11732
"53053","SEATTLE, WA",2000,700820
"53053","SEATTLE, WA",2010,795225
"53055","RURAL",2000,14077
"53055","RURAL",2010,15769
"53057","RURAL",2000,102979
"53057","RURAL",2010,116901
"53059","RURAL",2000,9872
"53059","RURAL",2010,11066
"53061","SEATTLE, WA",2010,713335
"53061","SEATTLE, WA",2000,606024
"53063","SPOKANE, WA",2010,471221
"53063","SPOKANE, WA",2000,417939
"53065","RURAL",2010,43531
"53065","RURAL",2000,40066
"53067","SEATTLE, WA",2010,252264
"53067","SEATTLE, WA",2000,207355
"53069","RURAL",2000,3824
"53069","RURAL",2010,3978
"53071","RURAL",2000,55180
"53071","RURAL",2010,58781
"53073","BELLINGHAM, WA",2000,166814
"53073","BELLINGHAM, WA",2010,201140
"53075","RURAL",2000,40740
"53075","RURAL",2010,44776
"53077","YAKIMA, WA",2000,222581
"53077","YAKIMA, WA",2010,243231
"54001","RURAL",2010,16589
"54001","RURAL",2000,15557
"54003","WASHINGTON, DC",2000,75905
"54003","WASHINGTON, DC",2010,104169
"54005","RURAL",2000,25535
"54005","RURAL",2010,24629
"54007","RURAL",2010,14523
"54007","RURAL",2000,14702
"54009","STEUBENVILLE, OH",2010,24069
"54009","STEUBENVILLE, OH",2000,25447
"54011","HUNTINGTON, WV",2000,96784
"54011","HUNTINGTON, WV",2010,96319
"54013","RURAL",2000,7582
"54013","RURAL",2010,7627
"54015","RURAL",2010,9386
"54015","RURAL",2000,10330
"54017","RURAL",2000,7403
"54017","RURAL",2010,8202
"54019","RURAL",2010,46039
"54019","RURAL",2000,47579
"54021","RURAL",2010,8693
"54021","RURAL",2000,7160
"54023","RURAL",2010,11937
"54023","RURAL",2000,11299
"54025","RURAL",2010,35480
"54025","RURAL",2000,34453
"54027","RURAL",2010,23964
"54027","RURAL",2000,20203
"54029","STEUBENVILLE, OH",2010,30676
"54029","STEUBENVILLE, OH",2000,32667
"54031","RURAL",2000,12669
"54031","RURAL",2010,14025
"54033","RURAL",2010,69099
"54033","RURAL",2000,68652
"54035","RURAL",2010,29211
"54035","RURAL",2000,28000
"54037","WASHINGTON, DC",2000,42190
"54037","WASHINGTON, DC",2010,53498
"54039","CHARLESTON, WV",2010,193063
"54039","CHARLESTON, WV",2000,200073
"54041","RURAL",2010,16372
"54041","RURAL",2000,16919
"54043","RURAL",2010,21720
"54043","RURAL",2000,22108
"54045","RURAL",2010,36743
"54045","RURAL",2000,37710
"54047","RURAL",2010,22113
"54047","RURAL",2000,27329
"54049","RURAL",2010,56418
"54049","RURAL",2000,56598
"54051","WHEELING, WV",2010,33107
"54051","WHEELING, WV",2000,35519
"54053","RURAL",2010,27324
"54053","RURAL",2000,25957
"54055","RURAL",2000,62980
"54055","RURAL",2010,62264
"54057","CUMBERLAND, MD",2000,27078
"54057","CUMBERLAND, MD",2010,28212
"54059","RURAL",2000,28253
"54059","RURAL",2010,26839
"54061","RURAL",2000,81866
"54061","RURAL",2010,96189
"54063","RURAL",2010,13502
"54063","RURAL",2000,14583
"54065","RURAL",2010,17541
"54065","RURAL",2000,14943
"54067","RURAL",2010,26233
"54067","RURAL",2000,26562
"54069","WHEELING, WV",2010,44443
"54069","WHEELING, WV",2000,47427
"54071","RURAL",2010,7695
"54071","RURAL",2000,8196
"54073","RURAL",2010,7605
"54073","RURAL",2000,7514
"54075","RURAL",2000,9131
"54075","RURAL",2010,8719
"54077","RURAL",2000,29334
"54077","RURAL",2010,33520
"54079","CHARLESTON, WV",2000,51589
"54079","CHARLESTON, WV",2010,55486
"54081","RURAL",2010,78859
"54081","RURAL",2000,79220
"54083","RURAL",2010,29405
"54083","RURAL",2000,28262
"54085","RURAL",2010,10449
"54085","RURAL",2000,10343
"54087","RURAL",2000,15446
"54087","RURAL",2010,14926
"54089","RURAL",2010,13927
"54089","RURAL",2000,12999
"54091","RURAL",2010,16895
"54091","RURAL",2000,16089
"54093","RURAL",2000,7321
"54093","RURAL",2010,7141
"54095","RURAL",2010,9208
"54095","RURAL",2000,9592
"54097","RURAL",2010,24254
"54097","RURAL",2000,23404
"54099","HUNTINGTON, WV",2010,42481
"54099","HUNTINGTON, WV",2000,42903
"54101","RURAL",2010,9154
"54101","RURAL",2000,9719
"54103","RURAL",2000,17693
"54103","RURAL",2010,16583
"54105","RURAL",2010,5717
"54105","RURAL",2000,5873
"54107","PARKERSBURG, WV",2010,86956
"54107","PARKERSBURG, WV",2000,87986
"54109","RURAL",2010,23796
"54109","RURAL",2000,25708
"55001","RURAL",2000,18643
"55001","RURAL",2010,20875
"55003","RURAL",2010,16157
"55003","RURAL",2000,16866
"55005","RURAL",2010,45870
"55005","RURAL",2000,44963
"55007","RURAL",2010,15014
"55007","RURAL",2000,15013
"55009","GREEN BAY, WI",2010,248007
"55009","GREEN BAY, WI",2000,226778
"55011","RURAL",2010,13587
"55011","RURAL",2000,13804
"55013","RURAL",2000,15674
"55013","RURAL",2010,15457
"55015","APPLETON, WI",2010,48971
"55015","APPLETON, WI",2000,40631
"55017","EAU CLAIRE, WI",2010,62415
"55017","EAU CLAIRE, WI",2000,55195
"55019","RURAL",2010,34690
"55019","RURAL",2000,33557
"55021","RURAL",2000,52468
"55021","RURAL",2010,56833
"55023","RURAL",2010,16644
"55023","RURAL",2000,17243
"55025","MADISON, WI",2010,488073
"55025","MADISON, WI",2000,426526
"55027","RURAL",2000,85897
"55027","RURAL",2010,88759
"55029","RURAL",2000,27961
"55029","RURAL",2010,27785
"55031","DULUTH, MN",2010,44159
"55031","DULUTH, MN",2000,43287
"55033","RURAL",2010,43857
"55033","RURAL",2000,39858
"55035","EAU CLAIRE, WI",2010,98736
"55035","EAU CLAIRE, WI",2000,93142
"55037","RURAL",2010,4423
"55037","RURAL",2000,5088
"55039","RURAL",2010,101633
"55039","RURAL",2000,97296
"55041","RURAL",2010,9304
"55041","RURAL",2000,10024
"55043","RURAL",2000,49597
"55043","RURAL",2010,51208
"55045","RURAL",2010,36842
"55045","RURAL",2000,33647
"55047","RURAL",2010,19051
"55047","RURAL",2000,19105
"55049","RURAL",2010,23687
"55049","RURAL",2000,22780
"55051","RURAL",2010,5916
"55051","RURAL",2000,6861
"55053","RURAL",2010,20449
"55053","RURAL",2000,19100
"55055","RURAL",2000,74021
"55055","RURAL",2010,83686
"55057","RURAL",2000,24316
"55057","RURAL",2010,26664
"55059","CHICAGO, IL",2000,149577
"55059","CHICAGO, IL",2010,166426
"55061","RURAL",2010,20574
"55061","RURAL",2000,20187
"55063","LA CROSSE, WI",2010,114638
"55063","LA CROSSE, WI",2000,107120
"55065","RURAL",2010,16836
"55065","RURAL",2000,16137
"55067","RURAL",2010,19977
"55067","RURAL",2000,20740
"55069","RURAL",2000,29641
"55069","RURAL",2010,28743
"55071","RURAL",2010,81442
"55071","RURAL",2000,82887
"55073","WAUSAU, WI",2010,134063
"55073","WAUSAU, WI",2000,125834
"55075","RURAL",2010,41749
"55075","RURAL",2000,43384
"55077","RURAL",2010,15404
"55077","RURAL",2000,15832
"55078","RURAL",2010,4232
"55078","RURAL",2000,4562
"55079","MILWAUKEE, WI",2010,947735
"55079","MILWAUKEE, WI",2000,940164
"55081","RURAL",2000,40899
"55081","RURAL",2010,44673
"55083","RURAL",2010,37660
"55083","RURAL",2000,35634
"55085","RURAL",2000,36776
"55085","RURAL",2010,35998
"55087","APPLETON, WI",2000,160971
"55087","APPLETON, WI",2010,176695
"55089","MILWAUKEE, WI",2010,86395
"55089","MILWAUKEE, WI",2000,82317
"55091","RURAL",2010,7469
"55091","RURAL",2000,7213
"55093","MINNEAPOLIS, MN",2010,41019
"55093","MINNEAPOLIS, MN",2000,36804
"55095","RURAL",2000,41319
"55095","RURAL",2010,44205
"55097","RURAL",2010,70019
"55097","RURAL",2000,67182
"55099","RURAL",2010,14159
"55099","RURAL",2000,15822
"55101","MILWAUKEE, WI",2010,195408
"55101","MILWAUKEE, WI",2000,188831
"55103","RURAL",2000,17924
"55103","RURAL",2010,18021
"55105","JANESVILLE, WI",2010,160331
"55105","JANESVILLE, WI",2000,152307
"55107","RURAL",2010,14755
"55107","RURAL",2000,15347
"55109","MINNEAPOLIS, MN",2010,84345
"55109","MINNEAPOLIS, MN",2000,63155
"55111","RURAL",2000,55225
"55111","RURAL",2010,61976
"55113","RURAL",2000,16196
"55113","RURAL",2010,16557
"55115","RURAL",2000,40664
"55115","RURAL",2010,41949
"55117","SHEBOYGAN, WI",2010,115507
"55117","SHEBOYGAN, WI",2000,112646
"55119","RURAL",2010,20689
"55119","RURAL",2000,19680
"55121","RURAL",2010,28816
"55121","RURAL",2000,27010
"55123","RURAL",2010,29773
"55123","RURAL",2000,28056
"55125","RURAL",2000,21033
"55125","RURAL",2010,21430
"55127","RURAL",2010,102228
"55127","RURAL",2000,93759
"55129","RURAL",2010,15911
"55129","RURAL",2000,16036
"55131","MILWAUKEE, WI",2000,117493
"55131","MILWAUKEE, WI",2010,131887
"55133","MILWAUKEE, WI",2010,389891
"55133","MILWAUKEE, WI",2000,360767
"55135","RURAL",2000,51731
"55135","RURAL",2010,52410
"55137","RURAL",2010,24496
"55137","RURAL",2000,23154
"55139","APPLETON, WI",2000,156763
"55139","APPLETON, WI",2010,166994
"55141","RURAL",2010,74749
"55141","RURAL",2000,75555
"56001","RURAL",2010,36299
"56001","RURAL",2000,32014
"56003","RURAL",2000,11461
"56003","RURAL",2010,11668
"56005","RURAL",2000,33698
"56005","RURAL",2010,46133
"56007","RURAL",2010,15885
"56007","RURAL",2000,15639
"56009","RURAL",2000,12052
"56009","RURAL",2010,13833
"56011","RURAL",2000,5887
"56011","RURAL",2010,7083
"56013","RURAL",2010,40123
"56013","RURAL",2000,35804
"56015","RURAL",2010,13249
"56015","RURAL",2000,12538
"56017","RURAL",2010,4812
"56017","RURAL",2000,4882
"56019","RURAL",2010,8569
"56019","RURAL",2000,7075
"56021","CHEYENNE, WY",2010,91738
"56021","CHEYENNE, WY",2000,81607
"56023","RURAL",2000,14573
"56023","RURAL",2010,18106
"56025","CASPER, WY",2000,66533
"56025","CASPER, WY",2010,75450
"56027","RURAL",2010,2484
"56027","RURAL",2000,2407
"56029","RURAL",2010,28205
"56029","RURAL",2000,25786
"56031","RURAL",2010,8667
"56031","RURAL",2000,8807
"56033","RURAL",2000,26560
"56033","RURAL",2010,29116
"56035","RURAL",2010,10247
"56035","RURAL",2000,5920
"56037","RURAL",2010,43806
"56037","RURAL",2000,37613
"56039","RURAL",2010,21294
"56039","RURAL",2000,18251
"56041","RURAL",2000,19742
"56041","RURAL",2010,21118
"56043","RURAL",2000,8289
"56043","RURAL",2010,8533
"56045","RURAL",2010,7208
"56045","RURAL",2000,6644
"72001","RURAL",2010,19483
"72003","RURAL",2010,41959
"72005","RURAL",2010,60949
"72007","RURAL",2010,28659
"72009","RURAL",2010,25900
"72011","RURAL",2010,29261
"72013","RURAL",2010,96440
"72015","RURAL",2010,19575
"72017","RURAL",2010,24816
"72019",NA,2010,30318
"72021","RURAL",2010,208116
"72023","RURAL",2010,50917
"72025","RURAL",2010,142893
"72027","RURAL",2010,35159
"72029","RURAL",2010,47648
"72031","RURAL",2010,176762
"72033","RURAL",2010,28140
"72035","RURAL",2010,48119
"72037","RURAL",2010,13631
"72039","RURAL",2010,18782
"72041","RURAL",2010,43480
"72043","RURAL",2010,40512
"72045",NA,2010,20778
"72047",NA,2010,37142
"72049","RURAL",2010,1818
"72051","RURAL",2010,38165
"72053","RURAL",2010,36993
"72054","RURAL",2010,12680
"72055","RURAL",2010,19427
"72057","RURAL",2010,45362
"72059",NA,2010,21581
"72061","RURAL",2010,97924
"72063","RURAL",2010,45369
"72065","RURAL",2010,41953
"72067","RURAL",2010,17250
"72069","RURAL",2010,58466
