"fips","MSA","year","population"
"13049","RURAL",2000,10282
"13051","SAVANNAH, GA",2010,265128
"13051","SAVANNAH, GA",2000,232048
"13053",NA,2000,14882
"13053",NA,2010,11267
"13055","RURAL",2000,25470
"13055","RURAL",2010,26015
"13057","ATLANTA, GA",2010,214346
"13057","ATLANTA, GA",2000,141903
"13059","ATHENS, GA",2000,101489
"13059","ATHENS, GA",2010,116714
"13061",NA,2000,3357
"13061",NA,2010,3183
"13063","ATLANTA, GA",2010,259424
"13063","ATLANTA, GA",2000,236517
"13065","RURAL",2010,6798
"13065","RURAL",2000,6878
"13067","ATLANTA, GA",2000,607751
"13067","ATLANTA, GA",2010,688078
"13069","RURAL",2010,42356
"13069","RURAL",2000,37413
"13071","RURAL",2010,45498
"13071","RURAL",2000,42053
"13073","AUGUSTA, GA",2010,124053
"13073","AUGUSTA, GA",2000,89288
"13075","RURAL",2010,17212
"13075","RURAL",2000,15771
"13077","ATLANTA, GA",2010,127317
"13077","ATLANTA, GA",2000,89215
"13079","RURAL",2010,12630
"13079","RURAL",2000,12495
"13081","RURAL",2010,23439
"13081","RURAL",2000,21996
"13083","CHATTANOOGA, TN",2000,15154
"13083","CHATTANOOGA, TN",2010,16633
"13085","RURAL",2010,22330
"13085","RURAL",2000,15999
"13087","RURAL",2010,27842
"13087","RURAL",2000,28240
"13089","ATLANTA, GA",2010,691893
"13089","ATLANTA, GA",2000,665865
"13091","RURAL",2010,21796
"13091","RURAL",2000,19171
"13093","RURAL",2010,14918
"13093","RURAL",2000,11525
"13095","ALBANY, GA",2010,94565
"13095","ALBANY, GA",2000,96065
"13097","ATLANTA, GA",2000,92174
"13097","ATLANTA, GA",2010,132403
"13099","RURAL",2010,11008
"13099","RURAL",2000,12354
"13101","RURAL",2000,3754
"13101","RURAL",2010,4034
"13103","SAVANNAH, GA",2000,37535
"13103","SAVANNAH, GA",2010,52250
"13105","RURAL",2000,20511
"13105","RURAL",2010,20166
"13107","RURAL",2010,22598
"13107","RURAL",2000,21837
"13109","RURAL",2000,10495
"13109","RURAL",2010,11000
"13111","RURAL",2010,23682
"13111","RURAL",2000,19798
"13113","ATLANTA, GA",2010,106567
"13113","ATLANTA, GA",2000,91263
"13115","RURAL",2000,90565
"13115","RURAL",2010,96317
"13117","ATLANTA, GA",2010,175511
"13117","ATLANTA, GA",2000,98407
"13119","RURAL",2010,22084
"13119","RURAL",2000,20285
"13121","ATLANTA, GA",2000,816006
"13121","ATLANTA, GA",2010,920581
"13123","RURAL",2010,28292
"13123","RURAL",2000,23456
"13125",NA,2000,2556
"13125",NA,2010,3082
"13127","RURAL",2010,79626
"13127","RURAL",2000,67568
"13129","RURAL",2000,44104
"13129","RURAL",2010,55186
"13131","RURAL",2000,23659
"13131","RURAL",2010,25011
"13133","RURAL",2000,14406
"13133","RURAL",2010,15994
"13135","ATLANTA, GA",2010,805321
"13135","ATLANTA, GA",2000,588448
"13137","RURAL",2010,43041
"13137","RURAL",2000,35902
"13139","RURAL",2000,139277
"13139","RURAL",2010,179684
"13141","RURAL",2000,10076
"13141","RURAL",2010,9429
"13143","RURAL",2000,25690
"13143","RURAL",2010,28780
"13145","COLUMBUS, GA",2000,23695
"13145","COLUMBUS, GA",2010,32024
"13147","RURAL",2000,22997
"13147","RURAL",2010,25213
"13149","RURAL",2010,11834
"13149","RURAL",2000,11012
"13151","ATLANTA, GA",2000,119341
"13151","ATLANTA, GA",2010,203922
"13153","MACON, GA",2010,139900
"13153","MACON, GA",2000,110765
"13155","RURAL",2000,9931
"13155","RURAL",2010,9538
"13157","RURAL",2010,60485
"13157","RURAL",2000,41589
"13159","RURAL",2010,13900
"13159","RURAL",2000,11426
"13161","RURAL",2010,15068
"13161","RURAL",2000,12684
"13163","RURAL",2010,16930
"13163","RURAL",2000,17266
"13165","RURAL",2000,8575
"13165","RURAL",2010,8340
"13167","RURAL",2000,8560
"13167","RURAL",2010,9980
"13169","MACON, GA",2000,23639
"13169","MACON, GA",2010,28669
"13171","RURAL",2000,15912
"13171","RURAL",2010,18317
"13173","RURAL",2010,10078
"13173","RURAL",2000,7241
"13175","RURAL",2010,48434
"13175","RURAL",2000,44874
"13177","ALBANY, GA",2010,28298
"13177","ALBANY, GA",2000,24757
"13179","RURAL",2000,61610
"13179","RURAL",2010,63453
"13181","RURAL",2000,8348
"13181","RURAL",2010,7996
"13183","RURAL",2010,14464
"13183","RURAL",2000,10304
"13185","RURAL",2010,109233
"13185","RURAL",2000,92115
"13187","RURAL",2010,29966
"13187","RURAL",2000,21016
"13189","AUGUSTA, GA",2010,21875
"13189","AUGUSTA, GA",2000,21231
"13191","RURAL",2010,14333
"13191","RURAL",2000,10847
"13193","RURAL",2010,14740
"13193","RURAL",2000,14074
"13195","ATHENS, GA",2010,28120
"13195","ATHENS, GA",2000,25730
"13197","RURAL",2010,8742
"13197","RURAL",2000,7144
"13199","RURAL",2000,22534
"13199","RURAL",2010,21992
"13201","RURAL",2010,6125
"13201","RURAL",2000,6383
"13205","RURAL",2010,23498
"13205","RURAL",2000,23932
"13207","RURAL",2010,26424
"13207","RURAL",2000,21757
"13209","RURAL",2000,8270
"13209","RURAL",2010,9123
"13211","RURAL",2010,17868
"13211","RURAL",2000,15457
"13213","RURAL",2010,39628
"13213","RURAL",2000,36506
"13215","COLUMBUS, GA",2010,189885
"13215","COLUMBUS, GA",2000,186291
"13217","ATLANTA, GA",2000,62001
"13217","ATLANTA, GA",2010,99958
"13219","ATHENS, GA",2000,26225
"13219","ATHENS, GA",2010,32808
"13221","RURAL",2000,12635
"13221","RURAL",2010,14899
"13223","ATLANTA, GA",2000,81678
"13223","ATLANTA, GA",2010,142324
"13225","MACON, GA",2010,27695
"13225","MACON, GA",2000,23668
"13227","ATLANTA, GA",2010,29431
"13227","ATLANTA, GA",2000,22983
"13229","RURAL",2000,15636
"13229","RURAL",2010,18758
"13231","RURAL",2010,17869
"13231","RURAL",2000,13688
"13233","RURAL",2010,41475
"13233","RURAL",2000,38127
"13235","RURAL",2010,12010
"13235","RURAL",2000,9588
"13237","RURAL",2010,21218
"13237","RURAL",2000,18812
"13239","RURAL",2010,2513
"13239","RURAL",2000,2598
"13241","RURAL",2000,15050
"13241","RURAL",2010,16276
"13243","RURAL",2010,7719
"13243","RURAL",2000,7791
"13245","AUGUSTA, GA",2010,200549
"13245","AUGUSTA, GA",2000,199775
"13247","ATLANTA, GA",2000,70111
"13247","ATLANTA, GA",2010,85215
"13249","RURAL",2000,3766
"13249","RURAL",2010,5010
"13251","RURAL",2010,14593
"13251","RURAL",2000,15374
"13253","RURAL",2010,8729
"13253","RURAL",2000,9369
"13255","ATLANTA, GA",2010,64073
"13255","ATLANTA, GA",2000,58417
"13257","RURAL",2010,26175
"13257","RURAL",2000,25435
"13259","RURAL",2000,5252
"13259","RURAL",2010,6058
"13261","RURAL",2000,33200
"13261","RURAL",2010,32819
"13263","RURAL",2000,6498
"13263","RURAL",2010,6865
"13265",NA,2010,1717
"13265",NA,2000,2077
"13267","RURAL",2010,25520
"13267","RURAL",2000,22305
"13269","RURAL",2010,8906
"13269","RURAL",2000,8815
"13271","RURAL",2010,16500
"13271","RURAL",2000,11794
"13273","RURAL",2010,9315
"13273","RURAL",2000,10970
"13275","RURAL",2000,42737
"13275","RURAL",2010,44720
"13277","RURAL",2010,40118
"13277","RURAL",2000,38407
"13279","RURAL",2000,26067
"13279","RURAL",2010,27223
"13281","RURAL",2010,10471
"13281","RURAL",2000,9319
"13283","RURAL",2000,6854
"13283","RURAL",2010,6885
"13285","RURAL",2010,67044
"13285","RURAL",2000,58779
"13287","RURAL",2000,9504
"13287","RURAL",2010,8930
"13289","MACON, GA",2000,10590
"13289","MACON, GA",2010,9023
"13291","RURAL",2010,21356
"13291","RURAL",2000,17289
"13293","RURAL",2010,27153
"13293","RURAL",2000,27597
"13295","CHATTANOOGA, TN",2010,68756
"13295","CHATTANOOGA, TN",2000,61053
"13297","ATLANTA, GA",2010,83768
"13297","ATLANTA, GA",2000,60687
"13299","RURAL",2000,35483
"13299","RURAL",2010,36312
"13301","RURAL",2010,5834
"13301","RURAL",2000,6336
"13303","RURAL",2000,21176
"13303","RURAL",2010,21187
"13305","RURAL",2010,30099
"13305","RURAL",2000,26565
"13307",NA,2010,2799
"13307",NA,2000,2390
"13309",NA,2000,6179
"13309",NA,2010,7421
"13311","RURAL",2010,27144
"13311","RURAL",2000,19944
"13313","RURAL",2010,102599
"13313","RURAL",2000,83525
"13315","RURAL",2000,8577
"13315","RURAL",2010,9255
"13317","RURAL",2010,10593
"13317","RURAL",2000,10687
"13319","RURAL",2000,10220
"13319","RURAL",2010,9563
"13321","RURAL",2010,21679
"13321","RURAL",2000,21967
"15001","RURAL",2000,148677
"15001","RURAL",2010,185079
"15003","HONOLULU, HI",2010,953207
"15003","HONOLULU, HI",2000,876156
"15005",NA,2010,90
"15005",NA,2000,147
"15007","RURAL",2000,58463
"15007","RURAL",2010,67091
"15009","RURAL",2000,128094
"15009","RURAL",2010,154834
"16001","BOISE, ID",2000,300904
"16001","BOISE, ID",2010,392365
"16003","RURAL",2010,3976
"16003","RURAL",2000,3476
"16005","POCATELLO, ID",2000,75565
"16005","POCATELLO, ID",2010,82839
"16007","RURAL",2010,5986
"16007","RURAL",2000,6411
"16009","RURAL",2000,9171
"16009","RURAL",2010,9285
"16011","RURAL",2000,41735
"16011","RURAL",2010,45607
"16013","RURAL",2000,18991
"16013","RURAL",2010,21376
"16015","RURAL",2000,6670
"16015","RURAL",2010,7028
"16017","RURAL",2000,36835
"16017","RURAL",2010,40877
"16019","RURAL",2010,104234
"16019","RURAL",2000,82522
"16021","RURAL",2010,10972
"16021","RURAL",2000,9871
"16023","RURAL",2010,2891
"16023","RURAL",2000,2899
"16025","RURAL",2010,1117
"16025","RURAL",2000,991
"16027","BOISE, ID",2010,188923
"16027","BOISE, ID",2000,131441
"16029","RURAL",2000,7304
"16029","RURAL",2010,6963
"16031","RURAL",2010,22952
"16031","RURAL",2000,21416
"16033",NA,2010,982
"16033",NA,2000,1022
"16035","RURAL",2010,8761
"16035","RURAL",2000,8930
"16037","RURAL",2000,4342
"16037","RURAL",2010,4368
"16039","RURAL",2010,27038
"16039","RURAL",2000,29130
"16041","RURAL",2010,12786
"16041","RURAL",2000,11329
"16043","RURAL",2000,11819
"16043","RURAL",2010,13242
"16045","RURAL",2000,15181
"16045","RURAL",2010,16719
"16047","RURAL",2000,14155
"16047","RURAL",2010,15464
"16049","RURAL",2010,16267
"16049","RURAL",2000,15511
"16051","RURAL",2010,26140
"16051","RURAL",2000,19155
"16053","RURAL",2000,18342
"16053","RURAL",2010,22374
"16055","RURAL",2000,108685
"16055","RURAL",2010,138494
"16057","RURAL",2010,37244
"16057","RURAL",2000,34935
"16059","RURAL",2000,7806
"16059","RURAL",2010,7936
"16061","RURAL",2000,3747
"16061","RURAL",2010,3821
"16063","RURAL",2010,5208
"16063","RURAL",2000,4044
"16065","RURAL",2010,37536
"16065","RURAL",2000,27467
"16067","RURAL",2010,20069
"16067","RURAL",2000,20174
"16069","RURAL",2010,39265
"16069","RURAL",2000,37410
"16071","RURAL",2010,4286
"16071","RURAL",2000,4125
"16073","RURAL",2010,11526
"16073","RURAL",2000,10644
"16075","RURAL",2000,20578
"16075","RURAL",2010,22623
"16077","RURAL",2010,7817
"16077","RURAL",2000,7538
"16079","RURAL",2000,13771
"16079","RURAL",2010,12765
"16081","RURAL",2010,10170
"16081","RURAL",2000,5999
"16083","RURAL",2010,77230
"16083","RURAL",2000,64284
"16085","RURAL",2010,9862
"16085","RURAL",2000,7651
"16087","RURAL",2010,10198
"16087","RURAL",2000,9977
"17001","RURAL",2010,67103
"17001","RURAL",2000,68277
"17003","RURAL",2000,9590
"17003","RURAL",2010,8238
"17005","RURAL",2000,17633
"17005","RURAL",2010,17768
"17007","ROCKFORD, IL",2000,41786
"17007","ROCKFORD, IL",2010,54165
"17009","RURAL",2010,6937
"17009","RURAL",2000,6950
"17011","RURAL",2000,35503
"17011","RURAL",2010,34978
"17013","RURAL",2010,5089
"17013","RURAL",2000,5084
"17015","RURAL",2000,16674
"17015","RURAL",2010,15387
"17017","RURAL",2010,13642
"17017","RURAL",2000,13695
"17019","CHAMPAIGN, IL",2000,179669
"17019","CHAMPAIGN, IL",2010,201081
"17021","RURAL",2000,35372
"17021","RURAL",2010,34800
"17023","RURAL",2010,16335
"17023","RURAL",2000,17008
"17025","RURAL",2010,13815
"17025","RURAL",2000,14560
"17027","SAINT LOUIS, MO",2010,37762
"17027","SAINT LOUIS, MO",2000,35535
"17029","RURAL",2010,53873
"17029","RURAL",2000,53196
"17031","CHICAGO, IL",2000,5376741
"17031","CHICAGO, IL",2010,5194675
"17033","RURAL",2010,19817
"17033","RURAL",2000,20452
"17035","RURAL",2000,11253
"17035","RURAL",2010,11048
"17037","CHICAGO, IL",2010,105160
"17037","CHICAGO, IL",2000,88969
"17039","RURAL",2010,16561
"17039","RURAL",2000,16798
"17041","RURAL",2000,19922
"17041","RURAL",2010,19980
"17043","CHICAGO, IL",2010,916924
"17043","CHICAGO, IL",2000,904161
"17045","RURAL",2000,19704
"17045","RURAL",2010,18576
"17047","RURAL",2000,6971
"17047","RURAL",2010,6721
"17049","RURAL",2010,34242
"17049","RURAL",2000,34264
"17051","RURAL",2010,22140
"17051","RURAL",2000,21802
"17053","RURAL",2010,14081
"17053","RURAL",2000,14241
"17055","RURAL",2010,39561
"17055","RURAL",2000,39018
"17057","RURAL",2000,38250
"17057","RURAL",2010,37069
"17059","RURAL",2000,6445
"17059","RURAL",2010,5589
"17061","RURAL",2000,14761
"17061","RURAL",2010,13886
"17063","CHICAGO, IL",2010,50063
"17063","CHICAGO, IL",2000,37535
"17065","RURAL",2010,8457
"17065","RURAL",2000,8621
"17067","RURAL",2010,19104
"17067","RURAL",2000,20121
"17069","RURAL",2010,4320
"17069","RURAL",2000,4800
"17071","RURAL",2000,8213
"17071","RURAL",2010,7331
"17073","DAVENPORT, IA",2000,51020
"17073","DAVENPORT, IA",2010,50486
"17075","RURAL",2000,31334
"17075","RURAL",2010,29718
"17077","RURAL",2000,59612
"17077","RURAL",2010,60218
"17079","RURAL",2010,9698
"17079","RURAL",2000,10117
"17081","RURAL",2010,38827
"17081","RURAL",2000,40045
"17083","SAINT LOUIS, MO",2000,21668
"17083","SAINT LOUIS, MO",2010,22985
"17085","RURAL",2000,22289
"17085","RURAL",2010,22678
"17087","RURAL",2010,12582
"17087","RURAL",2000,12878
"17089","CHICAGO, IL",2010,515269
"17089","CHICAGO, IL",2000,404119
"17091","CHICAGO, IL",2000,103833
"17091","CHICAGO, IL",2010,113449
"17093","CHICAGO, IL",2000,54544
"17093","CHICAGO, IL",2010,114736
"17095","RURAL",2000,55836
"17095","RURAL",2010,52919
"17097","CHICAGO, IL",2010,703462
"17097","CHICAGO, IL",2000,644356
"17099","RURAL",2000,111509
"17099","RURAL",2010,113924
"17101","RURAL",2000,15452
"17101","RURAL",2010,16833
"17103","RURAL",2000,36062
"17103","RURAL",2010,36031
"17105","RURAL",2000,39678
"17105","RURAL",2010,38950
"17107","RURAL",2010,30305
"17107","RURAL",2000,31183
"17109","RURAL",2010,32612
"17109","RURAL",2000,32913
"17111","CHICAGO, IL",2000,260077
"17111","CHICAGO, IL",2010,308760
"17113","BLOOMINGTON, IL",2000,150433
"17113","BLOOMINGTON, IL",2010,169572
"17115","DECATUR, IL",2010,110768
"17115","DECATUR, IL",2000,114706
"17117","RURAL",2000,49019
"17117","RURAL",2010,47765
"17119","SAINT LOUIS, MO",2000,258941
"17119","SAINT LOUIS, MO",2010,269282
"17121","RURAL",2010,39437
"17121","RURAL",2000,41691
"17123","RURAL",2000,13180
"17123","RURAL",2010,12640
"17125","RURAL",2000,16038
"17125","RURAL",2010,14666
"17127","RURAL",2010,15429
"17127","RURAL",2000,15161
"17129","SPRINGFIELD, IL",2010,12705
"17129","SPRINGFIELD, IL",2000,12486
"17131","RURAL",2010,16434
"17131","RURAL",2000,16957
"17133","SAINT LOUIS, MO",2010,32957
"17133","SAINT LOUIS, MO",2000,27619
"17135","RURAL",2010,30104
"17135","RURAL",2000,30652
"17137","RURAL",2000,36616
"17137","RURAL",2010,35547
"17139","RURAL",2000,14287
"17139","RURAL",2010,14846
"17141","ROCKFORD, IL",2010,53497
"17141","ROCKFORD, IL",2000,51032
"17143","PEORIA, IL",2010,186494
"17143","PEORIA, IL",2000,183433
"17145","RURAL",2010,22350
"17145","RURAL",2000,23094
"17147","RURAL",2010,16729
"17147","RURAL",2000,16365
"17149","RURAL",2010,16430
"17149","RURAL",2000,17384
"17151","RURAL",2010,4470
"17151","RURAL",2000,4413
"17153","RURAL",2000,7348
"17153","RURAL",2010,6161
"17155","RURAL",2000,6086
"17155","RURAL",2010,6006
"17157","RURAL",2010,33476
"17157","RURAL",2000,33893
"17159","RURAL",2010,16233
"17159","RURAL",2000,16149
"17161","DAVENPORT, IA",2010,147546
"17161","DAVENPORT, IA",2000,149374
"17163","SAINT LOUIS, MO",2000,256082
"17163","SAINT LOUIS, MO",2010,270056
"17165","RURAL",2010,24913
"17165","RURAL",2000,26733
"17167","SPRINGFIELD, IL",2000,188951
"17167","SPRINGFIELD, IL",2010,197465
"17169","RURAL",2000,7189
"17169","RURAL",2010,7544
"17171","RURAL",2000,5537
"17171","RURAL",2010,5355
"17173","RURAL",2010,22363
"17173","RURAL",2000,22893
"17175","RURAL",2010,5994
"17175","RURAL",2000,6332
"17177","RURAL",2010,47711
"17177","RURAL",2000,48979
"17179","PEORIA, IL",2010,135394
"17179","PEORIA, IL",2000,128485
"17181","RURAL",2000,18293
"17181","RURAL",2010,17808
"17183","RURAL",2010,81625
"17183","RURAL",2000,83919
"17185","RURAL",2010,11947
"17185","RURAL",2000,12937
"17187","RURAL",2000,18735
"17187","RURAL",2010,17707
"17189","RURAL",2000,15148
"17189","RURAL",2010,14716
"17191","RURAL",2010,16760
"17191","RURAL",2000,17151
"17193","RURAL",2010,14665
"17193","RURAL",2000,15371
"17195","RURAL",2010,58498
"17195","RURAL",2000,60653
"17197","CHICAGO, IL",2010,677560
"17197","CHICAGO, IL",2000,502266
"17199","RURAL",2000,61296
"17199","RURAL",2010,66357
"17201","ROCKFORD, IL",2010,295266
"17201","ROCKFORD, IL",2000,278418
"17203","PEORIA, IL",2010,38664
"17203","PEORIA, IL",2000,35469
"18001","FORT WAYNE, IN",2010,34387
"18001","FORT WAYNE, IN",2000,33625
"18003","FORT WAYNE, IN",2010,355329
"18003","FORT WAYNE, IN",2000,331849
"18005","RURAL",2000,71435
"18005","RURAL",2010,76794
"18007","RURAL",2000,9421
"18007","RURAL",2010,8854
"18009","RURAL",2000,14048
"18009","RURAL",2010,12766
"18011","INDIANAPOLIS, IN",2010,56640
"18011","INDIANAPOLIS, IN",2000,46107
"18013","RURAL",2010,15242
"18013","RURAL",2000,14957
"18015","RURAL",2010,20155
"18015","RURAL",2000,20165
"18017","RURAL",2000,40930
"18017","RURAL",2010,38966
"18019","LOUISVILLE, KY",2010,110232
"18019","LOUISVILLE, KY",2000,96472
"18021","TERRE HAUTE, IN",2000,26556
"18021","TERRE HAUTE, IN",2010,26890
"18023","LAFAYETTE, IN",2000,33866
"18023","LAFAYETTE, IN",2010,33224
"18025","RURAL",2010,10713
"18025","RURAL",2000,10743
"18027","RURAL",2010,31648
"18027","RURAL",2000,29820
"18029","CINCINNATI, OH",2000,46109
"18029","CINCINNATI, OH",2010,50047
"18031","RURAL",2010,25740
"18031","RURAL",2000,24555
"18033","FORT WAYNE, IN",2010,42223
"18033","FORT WAYNE, IN",2000,40285
"18035","MUNCIE, IN",2010,117671
"18035","MUNCIE, IN",2000,118769
"18037","RURAL",2010,41889
"18037","RURAL",2000,39674
"18039","ELKHART, IN",2010,197559
"18039","ELKHART, IN",2000,182791
"18041","RURAL",2010,24277
"18041","RURAL",2000,25588
"18043","LOUISVILLE, KY",2010,74578
"18043","LOUISVILLE, KY",2000,70823
"18045","RURAL",2000,17954
"18045","RURAL",2010,17240
"18047","RURAL",2010,23087
"18047","RURAL",2000,22151
"18049","RURAL",2010,20836
"18049","RURAL",2000,20511
"18051","RURAL",2010,33503
"18051","RURAL",2000,32500
"18053","RURAL",2000,73403
"18053","RURAL",2010,70061
"18055","RURAL",2000,33157
"18055","RURAL",2010,33165
"18057","INDIANAPOLIS, IN",2010,274569
"18057","INDIANAPOLIS, IN",2000,182740
"18059","INDIANAPOLIS, IN",2010,70002
"18059","INDIANAPOLIS, IN",2000,55391
"18061","LOUISVILLE, KY",2000,34325
"18061","LOUISVILLE, KY",2010,39364
"18063","INDIANAPOLIS, IN",2000,104093
"18063","INDIANAPOLIS, IN",2010,145448
"18065","RURAL",2000,48508
"18065","RURAL",2010,49462
"18067","KOKOMO, IN",2000,84964
"18067","KOKOMO, IN",2010,82752
"18069","FORT WAYNE, IN",2010,37124
"18069","FORT WAYNE, IN",2000,38075
"18071","RURAL",2000,41335
"18071","RURAL",2010,42376
"18073","RURAL",2010,33478
"18073","RURAL",2000,30043
"18075","RURAL",2000,21806
"18075","RURAL",2010,21253
"18077","RURAL",2000,31705
"18077","RURAL",2010,32428
"18079","RURAL",2000,27554
"18079","RURAL",2010,28525
"18081","INDIANAPOLIS, IN",2000,115209
"18081","INDIANAPOLIS, IN",2010,139654
"18083","RURAL",2010,38440
"18083","RURAL",2000,39256
"18085","RURAL",2000,74057
"18085","RURAL",2010,77358
"18087","RURAL",2010,37128
"18087","RURAL",2000,34909
"18089","CHICAGO, IL",2010,496005
"18089","CHICAGO, IL",2000,484564
"18091","RURAL",2010,111467
"18091","RURAL",2000,110106
"18093","RURAL",2010,46134
"18093","RURAL",2000,45922
"18095","INDIANAPOLIS, IN",2000,133358
"18095","INDIANAPOLIS, IN",2010,131636
"18097","INDIANAPOLIS, IN",2010,903393
"18097","INDIANAPOLIS, IN",2000,860454
"18099","RURAL",2010,47051
"18099","RURAL",2000,45128
"18101","RURAL",2010,10334
"18101","RURAL",2000,10369
"18103","RURAL",2010,36903
"18103","RURAL",2000,36082
"18105","BLOOMINGTON, IN",2000,120563
"18105","BLOOMINGTON, IN",2010,137974
"18107","RURAL",2000,37629
"18107","RURAL",2010,38124
"18109","INDIANAPOLIS, IN",2000,66689
"18109","INDIANAPOLIS, IN",2010,68894
"18111","RURAL",2000,14566
"18111","RURAL",2010,14244
"18113","RURAL",2000,46275
"18113","RURAL",2010,47536
"18115","CINCINNATI, OH",2010,6128
"18115","CINCINNATI, OH",2000,5623
"18117","RURAL",2000,19306
"18117","RURAL",2010,19840
"18119","RURAL",2000,21786
"18119","RURAL",2010,21575
"18121","RURAL",2000,17241
"18121","RURAL",2010,17339
"18123","RURAL",2010,19338
"18123","RURAL",2000,18899
"18125","RURAL",2000,12837
"18125","RURAL",2010,12845
"18127","CHICAGO, IL",2000,146798
"18127","CHICAGO, IL",2010,164343
"18129","EVANSVILLE, IN",2000,27061
"18129","EVANSVILLE, IN",2010,25910
"18131","RURAL",2010,13402
"18131","RURAL",2000,13755
"18133","RURAL",2010,37963
"18133","RURAL",2000,36019
"18135","RURAL",2000,27401
"18135","RURAL",2010,26171
"18137","RURAL",2010,28818
"18137","RURAL",2000,26523
"18139","RURAL",2000,18261
"18139","RURAL",2010,17392
"18141","SOUTH BEND, IN",2010,266931
"18141","SOUTH BEND, IN",2000,265559
"18143","LOUISVILLE, KY",2000,22960
"18143","LOUISVILLE, KY",2010,24181
